"dataset","method","backend","requested_threads","seed_a","seed_b","rmsd","correlation","neighbor_stability_15","suite","profile","source_file"
"MetRef","fastEmbedR_umap_cpu_binary_full","cpu",1,4,42,0.00768991277956685,0.974187677889719,0.633295150820924,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cpu1/20260726_110549_1117504/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_binary_full","cpu",1,17,42,0.00475165770460414,0.990144593463937,0.680717831233295,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cpu1/20260726_110549_1117504/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_binary_landmark","cpu",1,4,17,0.0376736768243554,0.380472963534101,0.0408552882779687,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cpu1/20260726_110549_1117504/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_binary_landmark","cpu",1,4,42,0.0376779197644038,0.38033340911215,0.0490263459335624,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cpu1/20260726_110549_1117504/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_binary_landmark","cpu",1,17,42,0.0382977316263034,0.359778357870063,0.0505536464299351,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cpu1/20260726_110549_1117504/stability_pairwise.csv"
"MetRef","fastEmbedR_opentsne_cpu_full","cpu",4,4,17,0.0342657895664838,0.487485997940748,0.593432607865598,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cpu4/20260726_110110_1117515/stability_pairwise.csv"
"MetRef","fastEmbedR_opentsne_cpu_full","cpu",4,4,42,0.0227993090032541,0.773103593667211,0.617945780832379,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cpu4/20260726_110110_1117515/stability_pairwise.csv"
"MetRef","fastEmbedR_opentsne_cpu_full","cpu",4,17,42,0.0244771731570907,0.7384788794848,0.613211149293624,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cpu4/20260726_110110_1117515/stability_pairwise.csv"
"MetRef","fastEmbedR_opentsne_cpu_landmark","cpu",4,4,17,0.0248458067631147,0.730542389365568,0.17930507827415,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cpu4/20260726_110110_1117515/stability_pairwise.csv"
"MetRef","fastEmbedR_opentsne_cpu_landmark","cpu",4,4,42,0.0287224210291722,0.639897334442326,0.20504009163803,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cpu4/20260726_110110_1117515/stability_pairwise.csv"
"MetRef","fastEmbedR_opentsne_cpu_landmark","cpu",4,17,42,0.0313411337838632,0.571240599916479,0.166933944253532,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cpu4/20260726_110110_1117515/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_binary_full","cpu",4,4,17,0.00414104146178471,0.992514800054542,0.622985872470409,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cpu4/20260726_110110_1117515/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_binary_full","cpu",4,4,42,0.00423352899217173,0.992176711886921,0.630011454753723,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cpu4/20260726_110110_1117515/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_binary_full","cpu",4,17,42,0.00407925400024094,0.992736503288863,0.634440626193204,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cpu4/20260726_110110_1117515/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_binary_landmark","cpu",4,4,17,0.0381158303997252,0.365845585938042,0.0422298587247041,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cpu4/20260726_110110_1117515/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_binary_landmark","cpu",4,4,42,0.0389617542015941,0.337385016211837,0.0464299350897289,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cpu4/20260726_110110_1117515/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_binary_landmark","cpu",4,17,42,0.0396089903632556,0.31518732066914,0.047651775486827,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cpu4/20260726_110110_1117515/stability_pairwise.csv"
"MetRef","fastEmbedR_opentsne_cuda_full","cuda",1,4,17,0.000253407709059452,0.99997196994865,0.996410843833524,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cuda/20260726_111333_1117526/stability_pairwise.csv"
"MetRef","fastEmbedR_opentsne_cuda_full","cuda",1,4,42,0.000228298563250783,0.999977249517867,0.997327224131348,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cuda/20260726_111333_1117526/stability_pairwise.csv"
"MetRef","fastEmbedR_opentsne_cuda_full","cuda",1,17,42,4.04170763207925e-05,0.999999286959764,0.997632684230622,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cuda/20260726_111333_1117526/stability_pairwise.csv"
"MetRef","fastEmbedR_opentsne_cuda_landmark","cuda",1,4,17,0.0275605247756516,0.668442227440588,0.17930507827415,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cuda/20260726_111333_1117526/stability_pairwise.csv"
"MetRef","fastEmbedR_opentsne_cuda_landmark","cuda",1,4,42,0.0225398954620499,0.778237533632379,0.208705612829324,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cuda/20260726_111333_1117526/stability_pairwise.csv"
"MetRef","fastEmbedR_opentsne_cuda_landmark","cuda",1,17,42,0.0279790162294833,0.65829673508743,0.177014127529591,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cuda/20260726_111333_1117526/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cuda_binary_full","cuda",1,4,17,0.00567193470574142,0.985957426896846,0.647804505536464,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cuda/20260726_111333_1117526/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cuda_binary_full","cuda",1,4,42,0.00607431552287967,0.983894324590292,0.64024436807942,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cuda/20260726_111333_1117526/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cuda_binary_full","cuda",1,17,42,0.00656307400567928,0.981198225013644,0.618251240931653,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cuda/20260726_111333_1117526/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cuda_binary_landmark","cuda",1,4,17,0.0370096552018867,0.40211958663205,0.0436044291714395,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cuda/20260726_111333_1117526/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cuda_binary_landmark","cuda",1,4,42,0.036610968193637,0.414931553959043,0.0500190912562047,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cuda/20260726_111333_1117526/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cuda_binary_landmark","cuda",1,17,42,0.0381524077582842,0.364627885950212,0.0540664375715922,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cuda/20260726_111333_1117526/stability_pairwise.csv"
"MetRef","fastEmbedR_opentsne_cpu_full","cpu",1,4,17,0.0280853497762032,0.655694530349443,0.602138220694922,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","fastEmbedR_opentsne_cpu_full","cpu",1,4,42,0.0253505874275261,0.719482278505138,0.64077892325315,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","fastEmbedR_opentsne_cpu_full","cpu",1,17,42,0.0308596581803122,0.584312973438008,0.602749140893471,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","fastEmbedR_opentsne_cpu_knn","cpu",1,4,17,1.20131940880872e-17,1,1,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","fastEmbedR_opentsne_cpu_knn","cpu",1,4,42,1.20131940880872e-17,1,1,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","fastEmbedR_opentsne_cpu_knn","cpu",1,17,42,1.20131940880872e-17,1,1,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_binary_full","cpu",1,4,17,0.00728646015865178,0.97682512303256,0.635967926689576,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_binary_full","cpu",1,4,42,0.00768991277956685,0.974187677889719,0.633295150820924,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_binary_full","cpu",1,17,42,0.00475165770460414,0.990144593463937,0.680717831233295,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_binary_knn","cpu",1,4,17,0.00728646015865178,0.97682512303256,0.635967926689576,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_binary_knn","cpu",1,4,42,0.00768991277956685,0.974187677889719,0.633295150820924,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_binary_knn","cpu",1,17,42,0.00475165770460414,0.990144593463937,0.680717831233295,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_fuzzy_full","cpu",1,4,17,0.00609573708359265,0.983780528376467,0.721954944635357,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_fuzzy_full","cpu",1,4,42,0.00857122573319331,0.967932130036476,0.703856433753341,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_fuzzy_full","cpu",1,17,42,0.00861351059810239,0.967614945454489,0.695379915998473,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_fuzzy_knn","cpu",1,4,17,0.00609573708359265,0.983780528376467,0.721954944635357,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_fuzzy_knn","cpu",1,4,42,0.00857122573319331,0.967932130036476,0.703856433753341,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_fuzzy_knn","cpu",1,17,42,0.00861351059810239,0.967614945454489,0.695379915998473,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","KlugerLab_FItSNE","cpu",1,4,17,0.0260203400369115,0.704464141254667,0.603283696067201,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","KlugerLab_FItSNE","cpu",1,4,42,0.0213208804328938,0.801575855127667,0.615807560137457,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","KlugerLab_FItSNE","cpu",1,17,42,0.0232091653232103,0.764872572542454,0.618098510882016,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","Rtsne_full","cpu",1,4,17,0.0290227088007509,0.632328356192866,0.631996945399007,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","Rtsne_full","cpu",1,4,42,0.0264775340181192,0.693987393947392,0.639633447880871,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","Rtsne_full","cpu",1,17,42,0.0225152854416229,0.778721528726999,0.632531500572738,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","Rtsne_neighbors","cpu",1,4,17,6.7904960731162e-18,1,1,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","Rtsne_neighbors","cpu",1,4,42,6.7904960731162e-18,1,1,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","Rtsne_neighbors","cpu",1,17,42,6.7904960731162e-18,1,1,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","umap_package","cpu",1,4,17,0.0114279676830215,0.942993778598534,0.594043528064147,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","umap_package","cpu",1,4,42,0.0122419746014072,0.934583516255235,0.587323405880107,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","umap_package","cpu",1,17,42,0.0114254651143705,0.943018743030712,0.605651011836579,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","umap_package_knn","cpu",1,4,17,0.01299179035749,0.926324641813518,0.569683085147003,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","umap_package_knn","cpu",1,4,42,0.0118765176614194,0.938430945275884,0.583734249713631,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","umap_package_knn","cpu",1,17,42,0.00897502986422454,0.964839418195685,0.596410843833524,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","uwot_default","cpu",1,4,17,0.00501818766124942,0.989007966468365,0.714394807178312,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","uwot_default","cpu",1,4,42,0.00673503876202729,0.980200033879497,0.703398243604429,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","uwot_default","cpu",1,17,42,0.00663178190390332,0.98080249812206,0.698205421916762,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","uwot_fast_sgd","cpu",1,4,17,0.012043140412557,0.93669124867,0.68545246277205,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","uwot_fast_sgd","cpu",1,4,42,0.0119089207021341,0.938094525765538,0.689194348988163,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","uwot_fast_sgd","cpu",1,17,42,0.0122850421386281,0.934122433358155,0.654371897670867,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","uwot_knn","cpu",1,4,17,0.012748856901637,0.929054191721741,0.634516991218022,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","uwot_knn","cpu",1,4,42,0.0126081955728037,0.930611081019698,0.631156930126002,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","uwot_knn","cpu",1,17,42,0.00615418915017218,0.983467979752054,0.703016418480336,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/stability_pairwise.csv"
"MetRef","fastEmbedR_opentsne_cpu_full","cpu",4,4,17,0.0342657895664838,0.487485997940748,0.593432607865598,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","fastEmbedR_opentsne_cpu_full","cpu",4,4,42,0.0227993090032541,0.773103593667211,0.617945780832379,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","fastEmbedR_opentsne_cpu_full","cpu",4,17,42,0.0244771731570907,0.7384788794848,0.613211149293624,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","fastEmbedR_opentsne_cpu_knn","cpu",4,4,17,7.93175404826577e-18,1,1,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","fastEmbedR_opentsne_cpu_knn","cpu",4,4,42,7.93175404826577e-18,1,1,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","fastEmbedR_opentsne_cpu_knn","cpu",4,17,42,7.93175404826577e-18,1,1,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_binary_full","cpu",4,4,17,0.00414104146178471,0.992514800054542,0.622985872470409,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_binary_full","cpu",4,4,42,0.00423352899217173,0.992176711886921,0.630011454753723,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_binary_full","cpu",4,17,42,0.00407925400024094,0.992736503288863,0.634440626193204,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_binary_knn","cpu",4,4,17,0.00414104146178471,0.992514800054542,0.622985872470409,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_binary_knn","cpu",4,4,42,0.00423352899217173,0.992176711886921,0.630011454753723,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_binary_knn","cpu",4,17,42,0.00407925400024094,0.992736503288863,0.634440626193204,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_fuzzy_full","cpu",4,4,17,0.00795608102020431,0.972369888200176,0.657044673539519,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_fuzzy_full","cpu",4,4,42,0.00673772893148675,0.980184213361195,0.690645284459717,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_fuzzy_full","cpu",4,17,42,0.0071703105902944,0.977558070995898,0.662619320351279,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_fuzzy_knn","cpu",4,4,17,0.00795608102020431,0.972369888200176,0.657044673539519,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_fuzzy_knn","cpu",4,4,42,0.00673772893148675,0.980184213361195,0.690645284459717,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","fastEmbedR_umap_cpu_fuzzy_knn","cpu",4,17,42,0.0071703105902944,0.977558070995898,0.662619320351279,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","KlugerLab_FItSNE","cpu",4,4,17,0.0260203400369115,0.704464141254667,0.603283696067201,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","KlugerLab_FItSNE","cpu",4,4,42,0.0213208804328938,0.801575855127667,0.615807560137457,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","KlugerLab_FItSNE","cpu",4,17,42,0.0232091653232103,0.764872572542454,0.618098510882016,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","Rtsne_full","cpu",4,4,17,0.0273746242754484,0.67289997133211,0.665826651393662,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","Rtsne_full","cpu",4,4,42,0.0267554180549142,0.687530429454506,0.666361206567392,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","Rtsne_full","cpu",4,17,42,0.0238965428082712,0.750738963051139,0.633295150820924,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","Rtsne_neighbors","cpu",4,4,17,1.17300260095773e-17,1,1,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","Rtsne_neighbors","cpu",4,4,42,1.17300260095773e-17,1,1,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","Rtsne_neighbors","cpu",4,17,42,1.17300260095773e-17,1,1,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","umap_package","cpu",4,4,17,0.0114279676830215,0.942993778598534,0.594043528064147,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","umap_package","cpu",4,4,42,0.0122419746014072,0.934583516255235,0.587323405880107,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","umap_package","cpu",4,17,42,0.0114254651143705,0.943018743030712,0.605651011836579,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","umap_package_knn","cpu",4,4,17,0.01299179035749,0.926324641813518,0.569683085147003,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","umap_package_knn","cpu",4,4,42,0.0118765176614194,0.938430945275884,0.583734249713631,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","umap_package_knn","cpu",4,17,42,0.00897502986422454,0.964839418195685,0.596410843833524,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","uwot_default","cpu",4,4,17,0.00501818766124942,0.989007966468365,0.714394807178312,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","uwot_default","cpu",4,4,42,0.00673503876202729,0.980200033879497,0.703398243604429,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","uwot_default","cpu",4,17,42,0.00663178190390332,0.98080249812206,0.698205421916762,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","uwot_fast_sgd","cpu",4,4,17,0.00582530300959133,0.985187741275474,0.693776250477281,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","uwot_fast_sgd","cpu",4,4,42,0.00755708097269776,0.975071715110617,0.687743413516609,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","uwot_fast_sgd","cpu",4,17,42,0.00724824553225044,0.977067571871388,0.686292478045055,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","uwot_knn","cpu",4,4,17,0.00715491650262741,0.977654329635348,0.668270332187858,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","uwot_knn","cpu",4,4,42,0.00701394973056196,0.978526168255826,0.685910652920962,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
"MetRef","uwot_knn","cpu",4,17,42,0.00610007344215995,0.983757443896111,0.680183276059565,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/stability_pairwise.csv"
